date,open,high,low,close,volume,change_pct
2025-10-02,607.06,607.16,602.93,605.73,43765410,0.41110650642355306
2025-10-03,606.51,607.3255,601.385,603.18,46482098,-0.42097964439602453
2025-10-06,608.45,609.36,605.97,607.71,41962115,0.7510195961404786
2025-10-07,609.02,609.71,603.03,604.51,58209463,-0.5265669480508883
2025-10-08,605.41,611.75,605.26,611.44,50629754,1.1463830209591297
2025-10-09,611.48,611.61,607.48,610.7,45550958,-0.12102577521915237
2025-10-10,611.4,613.18,589.05,589.5,97614783,-3.471426232192576
2025-10-13,599.68,602.95,597.23,602.01,65872584,2.12213740458016
2025-10-14,595.31,602.69,590.13,598.0,69203187,-0.6661018919951522
2025-10-15,604.01,606.7,595.93,602.22,62805456,0.7056856187291016
2025-10-16,605.11,608.31,595.5,599.99,70981963,-0.3702965693600402
2025-10-17,597.95,605.51,596.37,603.93,72024872,0.6566776112935102
2025-10-20,607.14,612.8,607.065,611.54,45761697,1.2600798105740774
2025-10-21,611.64,612.7213,609.32,611.38,44538161,-0.026163456192562773
2025-10-22,610.82,611.41,599.74,605.49,61478802,-0.9633942883313096
2025-10-23,604.91,611.37,604.52,610.58,42844298,0.8406414639382964
2025-10-24,615.99,618.42,615.13,617.1,47632473,1.067837138458505
2025-10-27,624.52,628.55,624.03,628.09,54098611,1.780910711391992
2025-10-28,630.36,634.68,629.25,632.92,61195733,0.768998073524485
2025-10-29,635.59,637.01,630.25,635.77,67422806,0.45029387600328263
2025-10-30,632.17,633.5,625.94,626.05,61628621,-1.5288547745253789
2025-10-31,634.17,634.2,626.69,629.07,66305147,0.4823895854963789
2025-11-03,635.11,635.82,629.85,632.08,37154307,0.47848411146613756
2025-11-04,623.28,626.95,618.455,619.25,63830768,-2.029806353626129
2025-11-05,618.49,626.6,617.21,623.28,48688484,0.6507872426322114
2025-11-06,621.79,622.04,610.3,611.67,72115128,-1.8627262225645036
2025-11-07,608.31,609.95,598.67,609.74,81835388,-0.3155296156424181
2025-11-10,618.92,624.31,616.89,623.23,55919931,2.212418407845962
2025-11-11,620.57,622.72,617.52,621.57,44868841,-0.26635431542126886
2025-11-12,624.84,624.86,617.81,621.08,47444384,-0.07883263349260927
2025-11-13,617.54,618.12,606.08,608.4,71333634,-2.0416049462227193
2025-11-14,599.55,613.35,597.17,608.86,80087291,0.07560815253122577
2025-11-17,606.3,612.48,599.87,603.66,63850367,-0.8540551194034851
2025-11-18,599.62,602.31,591.34,596.31,83327279,-1.217572805884115
2025-11-19,597.07,606.16,594.59,599.87,73111487,0.5970049135516797
2025-11-20,611.62,614.03,584.75,585.67,117743195,-2.3671795555703756
2025-11-21,587.47,596.98,580.74,590.07,103344155,0.7512763160141489
2025-11-24,595.28,606.68,595.16,605.16,60168149,2.557323707356751
2025-11-25,603.51,610.2601,597.32,608.89,57560867,0.6163659197567561
2025-11-26,612.51,616.19,610.39,614.27,42393598,0.8835750299725831
2025-11-28,616.11,619.32,615.4174,619.25,23034394,0.810718413726863
2025-12-01,613.63,619.4401,612.52,617.17,40957588,-0.335890189745669
2025-12-02,619.46,623.75,617.59,622.0,54541834,0.7826044687849532
2025-12-03,619.62,624.22,618.03,623.52,47841627,0.24437299035369175
2025-12-04,624.93,624.94,619.54,622.94,47067751,-0.09302027200409624
2025-12-05,624.38,628.92,623.71,625.48,53614169,0.40774392397340264
2025-12-08,627.21,628.84,621.69,624.28,43462406,-0.19185265715930822
2025-12-09,623.01,625.87,621.0,625.05,37155999,0.12334209008777464
2025-12-10,623.85,629.21,620.99,627.61,55031384,0.4095672346212442
2025-12-11,623.82,625.78,617.72,625.58,58272844,-0.3234492758241503
2025-12-12,622.08,623.54,611.36,613.62,75158726,-1.9118258256338172
2025-12-15,618.37,618.42,609.32,610.54,49538197,-0.5019393109742198
2025-12-16,608.26,613.51,606.9101,611.75,55152819,0.19818521309005188
2025-12-17,613.06,613.65,600.28,600.41,70654327,-1.8536984062116901
2025-12-18,609.8,612.93,606.92,609.11,78875824,1.449009843273763
2025-12-19,611.95,617.62,611.87,617.05,60369829,1.3035412322897288
2025-12-22,621.35,621.65,617.77,619.21,43703101,0.3500526699619311
2025-12-23,618.2,622.41,617.78,622.11,41120445,0.46833868962063985
2025-12-24,621.99,624.28,621.72,623.93,18468707,0.2925527639806358
2025-12-26,624.66,625.515,623.14,623.89,28959778,-0.006410975590209755
2025-12-29,620.1,622.78,618.73,620.87,32458308,-0.4840596900094529
2025-12-30,619.84,622.18,619.215,619.43,31226754,-0.23193261069145432
2025-12-31,619.65,619.96,614.05,614.31,40746527,-0.8265663593949313
2026-01-02,620.06,622.85,610.15,613.12,61859163,-0.19371327180087716
